cost,delivered,price,quantity,customer_id,product_id
17,12/21/18,25.2,1,116,1130
6.95,12/21/18,8.55,2.32,119,28
29.67,1/11/19,36,1,152544,291532
24.54,1/11/19,28.71,1,152544,291900
25.7,1/11/19,29.56,1,152544,291986
6.34,12/21/18,13.95,1,119,531
7.22,12/21/18,13.8,3,119,538
1.5,1/11/19,2.46,1,152551,291040
22.5,1/11/19,30,1,152551,291231
7.04,12/21/18,13.4,1,119,604
26.41,1/11/19,31.07,1,152551,291290
20.5,1/11/19,29.46,0.5,152551,291654
11.05,12/21/18,18.5,2,121,213
2.3,12/21/18,3.5,4,121,284
16.11,12/21/18,25.5,2,121,292
5.05,12/21/18,10.9,2,121,557
17.35,12/21/18,22.6,2,121,589
23,1/11/19,36.9,0.2,152551,292011
11.2,1/11/19,16,1,152551,292187
26.75,1/11/19,32.1,2,152558,290970
4.86,1/11/19,6.28,3,152558,291082
19.29,1/11/19,23.7,1,152558,291129
24.3,1/11/19,32.73,1,152558,291226
6.47,1/11/19,8.37,3,152558,291270
27.01,1/11/19,35.11,1,152558,291881
19.27,1/11/19,24.1,1,152558,291939
6.84,1/11/19,8.4,2,152558,292078
22.41,1/11/19,26.37,1,152567,291323
22.41,1/11/19,26.37,1,152567,291439
19.88,1/11/19,0,4,152570,290916
28.89,1/11/19,0,4,152570,290975
17.91,1/11/19,23.14,1,152570,291240
18.8,1/11/19,0,4,152570,291405
43.6,1/11/19,0,8,152570,291747
25.7,1/11/19,26.5,1,152570,291986
21.53,1/11/19,23.66,1,152570,292148
40.53,1/11/19,46.83,2,152578,290835
9.15,1/11/19,10.89,4,152578,290866
8.03,1/11/19,11.73,2,152578,290986
5.81,12/21/18,7.9,2,125,585
7.84,12/21/18,10.8,1,125,615
37.5,1/11/19,44,1,152578,291801
1.5,1/11/19,1.88,35,152580,291040
8.32,1/11/19,9.51,5,152580,291672
27,1/11/19,31,3,152580,291999
13.3,1/11/19,13.5,6,152580,292121
-7.26,1/11/19,-13.5,3,152580,292168
40.53,1/11/19,49.34,1,152583,290835
26.75,1/11/19,31.57,1,152583,290970
4.86,1/11/19,7.23,1,152583,291082
16,1/11/19,21,1,152583,291190
15.95,1/11/19,19,1,152583,291209
9.13,12/21/18,15.75,2,128,162
14.61,12/21/18,23.5,1,128,221
41.27,1/11/19,58,1,152583,291258
6.47,1/11/19,10.26,1,152583,291270
5.92,1/11/19,6.99,2,152583,291501
18,12/21/18,30,2,128,377
15.52,1/11/19,19.9,0.5,152583,291953
6.6,1/11/19,8,1,152583,292047
21.33,1/11/19,31.7,1,152585,291373
30.33,1/11/19,37.85,1,152585,292211
6.77,12/21/18,11.95,2,128,646
22.91,1/11/19,26.95,1,152588,291432
26.41,1/11/19,31.07,1,152588,291860
22.41,1/11/19,26.37,1,152588,291926
5.21,1/11/19,7.54,2,152593,290981
45.91,1/11/19,55,1,152593,291401
22.19,1/11/19,26.1,1,152593,291872
10.47,1/11/19,9.99,1,152610,291036
9.8,12/21/18,15,1,128,273166
26.19,1/11/19,30.95,1,152610,291137
40.8,12/21/18,47.5,1,131,23
1.4,12/21/18,2.5,2,131,27
11.58,12/21/18,13.5,2,131,31
1.95,12/21/18,4.5,4,131,88
23.7,1/11/19,27,1,152610,291379
15.14,12/21/18,19.5,1,131,121
14,12/21/18,17,2,131,214
0.67,1/11/19,0.84,4,152610,291728
4.89,12/21/18,7.05,1,131,306
11.81,1/11/19,14.25,0.16,152610,292051
5.72,12/21/18,6.95,27.35,131,331
2.73,12/21/18,11.95,1,131,338
3.43,12/21/18,5.9,1,131,425
2.34,12/21/18,3.6,2,131,426
10.56,12/21/18,15,1,131,501
28.89,1/11/19,33.5,1,152610,292084
23.81,1/11/19,29.4,1,152610,292210
2.76,12/21/18,4,1,131,537
31.68,12/21/18,41.25,5,131,594
3.74,12/21/18,7.2,1,131,1155
12.74,1/11/19,18,1,152611,291171
5.4,1/11/19,6.5,1,152611,291173
16.54,1/11/19,20.25,3,152611,291758
7.04,12/21/18,11.85,1,132,2
3.95,12/21/18,6.05,12,132,26
1.98,12/21/18,2.85,6,132,65
10.08,12/21/18,13.65,16,132,115
6.12,12/21/18,8.5,3.2,132,187
5.35,12/21/18,7.15,3.48,132,252
2.36,12/21/18,3.3,4,132,298
21.38,12/21/18,32,2,132,356
4.49,12/21/18,9,1,132,358
4.03,12/21/18,9.5,2,132,411
1.4,12/21/18,1.9,2,132,419
0.88,12/21/18,1.6,24,132,423
4.76,12/21/18,8.4,3.48,132,467
0.58,12/21/18,0.95,20,132,540
11.33,12/21/18,18,6,132,564
15.18,12/21/18,20.25,1,132,605
3.44,12/21/18,4.95,30,132,617
14.96,12/21/18,22.5,1,132,619
0.76,12/21/18,1.1,2,132,624
8.86,12/21/18,15,3.95,132,1144
9.43,12/21/18,13.25,4,132,1326
6.16,12/21/18,10.2,4.52,132,2573
40.55,1/10/19,61.98,9,152613,290835
7.4,12/21/18,11.2,1,135,144
0,12/21/18,0,1,135,151
13.67,12/21/18,18.95,1,135,678
28.62,12/21/18,36,1,135,1319
28.62,12/21/18,36,1,135,2343
19.5,12/21/18,26,3,135,84637
28.83,12/21/18,36,1,135,266521
13.44,12/21/18,24.6,1,139,113
3.14,12/21/18,6,3,139,537
8.93,12/21/18,11.1,1,139,590
3.9,12/21/18,5.1,2,139,650
15.04,12/21/18,26.5,1,139,1422
12.19,12/21/18,13.9,1,142,459
17.35,12/21/18,21.4,1,142,589
10.66,12/21/18,13.2,4,142,674
7.9,12/21/18,9.9,2.4,143,28
4.74,12/21/18,5.4,6,143,572
14.19,12/21/18,21.4,1,143,599
6.95,12/21/18,14.3,2.4,144,28
32.6,1/10/19,150,0.1,152613,290852
7.21,12/21/18,14.55,1,144,55
1.1,1/10/19,1.6,11,152613,290873
18.55,1/10/19,22.5,2,152613,290887
3.5,1/10/19,4.99,3,152613,290891
26.38,1/10/19,36,2,152613,290895
8.35,1/10/19,13,1,152613,290929
30.72,1/10/19,38.4,1,152613,290954
6.42,1/10/19,13.87,1,152613,290958
10.69,12/21/18,18,1,144,584
26.75,1/10/19,36,3,152613,290970
2.92,1/10/19,6.99,9,152613,291007
3.2,12/21/18,4.74,2,147,10
1.15,1/10/19,1.7,6,152613,291011
8.13,12/21/18,10.01,1.42,147,105
20,1/10/19,36,1,152613,291030
11.09,1/10/19,13.86,1,152613,291049
6.51,12/21/18,7.17,1,147,144
21.96,12/21/18,24.8,3.46,147,185
4.86,1/10/19,8.48,1,152613,291082
6.11,12/21/18,8.04,1,147,268
20.59,12/21/18,24.77,1,147,269
14.03,1/10/19,18.22,1,152613,291128
19.29,1/10/19,28,2,152613,291129
22.75,1/10/19,42.88,1,152613,291136
1.59,12/21/18,1.94,10,147,390
1.1,1/10/19,1.6,3,152613,291144
24.03,1/10/19,44.75,1,152613,291149
11.53,12/21/18,12.82,1,147,472
4.25,12/21/18,9.65,1,147,525
4.44,12/21/18,5.56,4,147,557
3.43,12/21/18,4.22,4,147,650
5.5,12/21/18,6.66,2,147,656
7.44,12/21/18,9.37,1.6,147,670
9,1/10/19,14,3,152613,291175
5.87,12/21/18,7.12,3,147,683
3.13,1/10/19,3.91,4,152613,291203
13.55,12/21/18,19,0.6,148,49
4.85,12/21/18,7.99,1,148,106
7.08,12/21/18,11.75,5.3,148,118
6.95,12/21/18,9.6,1.55,148,187
4.1,12/21/18,5.45,2.52,148,257
2.89,12/21/18,4.5,1,148,348
6.2,12/21/18,8.2,2,148,412
6.65,12/21/18,9.7,1,148,418
1.25,12/21/18,2.35,4,148,555
0.8,12/21/18,1.35,1,148,558
1.28,12/21/18,2.1,2,148,609
8.8,12/21/18,10.6,1,148,629
3.41,12/21/18,5,1,148,657
8.46,12/21/18,10.2,1.63,148,670
5.41,12/21/18,6.5,4.96,148,774
6.15,12/21/18,10.79,2.66,148,802
17.5,12/21/18,29.95,1,148,3434
15.5,1/10/19,21.7,1,152613,291206
22.5,1/10/19,39.95,2,152613,291231
15.52,1/10/19,24,1,152613,291239
3.87,12/21/18,5.25,2,150,16
5.36,12/21/18,6,20,150,298
6.47,1/10/19,11.87,1,152613,291270
14.4,12/21/18,26.95,1,150,529
39.7,1/10/19,150,0.1,152613,291275
6.36,12/21/18,13.5,1,150,641
10,12/21/18,15.95,2,151,54
5,12/21/18,16,1,151,111
45.43,12/21/18,65,1,151,238
4.86,12/21/18,7.1,1,151,240
8.51,12/21/18,11.6,2,151,335
3.02,12/21/18,5.5,1,151,395
13.01,12/21/18,23.75,1,151,435
9.55,12/21/18,13.3,1,151,520
3.9,12/21/18,5.2,2,151,650
21.53,1/10/19,29.94,1,152613,291288
23,1/10/19,40,1,152613,291310
1.95,12/21/18,3.7,10,152,88
6.67,12/21/18,7.8,12,152,108
23.7,1/10/19,41.88,2,152613,291379
3.45,1/10/19,4.99,4,152613,291417
32.56,1/10/19,43.41,2,152613,291421
2.73,12/21/18,18.4,1,152,338
13.64,12/21/18,23.4,1,152,393
6.41,1/10/19,7.99,24,152613,291489
23,1/10/19,40,0.5,152613,291509
9.94,1/10/19,15.12,2,152613,291636
11.79,12/21/18,16.15,2,152,475
0.58,12/21/18,0.7,20,152,540
1.15,1/10/19,1.7,12,152613,291665
68,1/10/19,119.9,0.5,152613,291732
43.6,1/10/19,57,1,152613,291747
14.66,1/10/19,24,1,152613,291748
20.5,1/10/19,29.5,2,152613,291751
43.51,1/10/19,63.96,1,152613,291798
2.4,1/10/19,2.99,10,152613,291799
5.68,12/21/18,9.8,1,154,18
1.04,12/21/18,1.3,60,154,598
1.4,12/21/18,1.85,24,156,12
3.59,12/21/18,4.7,2,156,59
9.27,12/21/18,13.75,1,156,83
19.32,12/21/18,25,4,156,139
22,12/21/18,27.5,3,156,164
1.57,12/21/18,2,10,156,178
8.2,12/21/18,14.7,4.98,156,376
15.5,12/21/18,20,2,156,393
7.8,12/21/18,10.5,1,156,442
12.78,12/21/18,18,1,156,455
12.19,12/21/18,15.5,1,156,459
7.58,12/21/18,8.6,4,156,499
13.69,12/21/18,22.5,1,156,547
87.5,12/21/18,126,1,156,613
3.92,12/21/18,4.8,8,156,620
12.95,12/21/18,16.5,1,156,661
45.45,12/21/18,56.5,1,156,55146
14,12/21/18,20.3,2,156,57215
17.91,12/21/18,22.2,2,162,400
7.84,12/21/18,14,1,162,615
5.19,12/21/18,6.55,3,162,1034
3.51,12/21/18,4.7,1,163,43
5.64,1/10/19,8.8,1,152613,291800
11.05,12/21/18,15.65,1,163,213
3.9,12/21/18,5,1,163,425
12.25,1/10/19,22,1,152613,291922
7.84,12/21/18,17,1,163,615
14.26,1/10/19,21.95,1,152613,291962
2.46,1/10/19,3.49,4,152613,291976
25.7,1/10/19,38.16,1,152613,291986
51.36,1/10/19,89.9,0.5,152613,292046
1.14,12/21/18,2.5,1,164,350
5.46,12/21/18,9.35,1,164,412
1.58,1/10/19,2.59,6,152613,292063
6.34,12/21/18,9.95,2,164,531
13.2,1/10/19,22,1,152613,292106
3.43,12/21/18,5.5,1,164,654
4.49,12/21/18,6,1,165,26
4.86,12/21/18,5,1,165,240
1.81,12/21/18,2.85,5,165,390
5.41,12/21/18,7.8,13.04,165,467
2.08,12/21/18,3.5,12,165,490
24.29,12/21/18,31,1,165,526
3.14,12/21/18,4.5,4,165,537
5.51,12/21/18,6.99,2,165,541
12.15,12/21/18,16,3,165,584
17,12/21/18,25.2,3,165,619
1.49,12/21/18,2.2,5,165,1919
13.3,1/10/19,15,5,152613,292121
21.53,1/10/19,29.94,1,152613,292148
7.78,1/10/19,11.96,1,152613,292157
11.2,1/10/19,18,1,152613,292187
23.81,1/10/19,31.95,1,152613,292210
3,1/10/19,4,40,152613,292217
17.78,1/10/19,25.13,1,152613,292234
1.8,1/10/19,2.4,12,152613,330693
28.89,1/11/19,39,1,152619,290975
10.47,1/11/19,13,4,152619,291036
4.49,12/21/18,6.5,1,167,26
3.02,12/21/18,6.4,1,167,71
28.12,1/11/19,31.49,2,152619,291102
2.73,12/21/18,6.7,1,167,90
0.78,12/21/18,1.65,1,167,114
17.2,12/21/18,20.8,1,167,121
0,12/21/18,12,3,167,151
2.3,12/21/18,3.7,4,167,284
3.1,12/21/18,12.6,1,167,338
3.94,12/21/18,4.7,1,167,341
7.95,12/21/18,11,1,167,452
1.53,12/21/18,3,1,167,527
14.4,12/21/18,39,1,167,529
17.35,12/21/18,23.1,1,167,589
15.52,1/11/19,19.95,1,152619,291239
6.36,12/21/18,10.95,2,167,641
1.95,12/21/18,3.5,2,168,88
41.27,1/11/19,59,2,152619,291258
12.72,12/21/18,22.5,1,168,190
2.31,12/21/18,4.1,1,168,339
2.34,12/21/18,4.8,2,168,426
8.85,1/11/19,11.8,2,152619,291329
11.66,1/11/19,15.54,2,152619,291352
17.04,1/11/19,22.95,1,152619,291519
6.37,12/21/18,12.6,1,168,742
64.5,1/11/19,97.65,1,152619,291559
28,12/21/18,58.65,1,168,1769
3.34,12/21/18,6.3,1,169,29
27.98,1/11/19,28.96,2,152619,291719
24.95,12/21/18,29.5,3.15,169,185
17.91,12/21/18,21.5,1,169,400
43.6,1/11/19,49.55,1,152619,291747
43,1/11/19,53.75,4,152619,292007
67.87,1/11/19,78.05,1,152619,292131
23.81,1/11/19,31.95,1,152619,292210
1.18,1/11/19,1.7,4,152622,291665
6.66,1/11/19,9.99,2,152622,291948
19.22,1/11/19,24.5,1,152630,290860
26.75,1/11/19,29.96,3,152630,290970
8.19,12/21/18,11.9,2,174,55
12.74,1/11/19,18,1,152630,291171
45.43,12/21/18,60,8,174,238
13.1,12/21/18,16.25,3,174,472
8.46,12/21/18,11.07,1.7,174,670
32,1/11/19,43.2,1,152630,291238
17.04,1/11/19,19.5,3,152630,291519
19,1/11/19,26,1,152630,291552
21,1/11/19,26.54,2,152630,291680
43.6,1/11/19,48,1,152630,291747
27.01,1/11/19,30.25,1,152630,291881
153,1/11/19,155,0.33,152630,291988
18.8,1/11/19,25.34,3,152630,292109
12.51,1/11/19,17.25,1,152630,292170
23.55,1/11/19,36.5,1,152630,292183
16.34,1/11/19,20.42,1,152631,290824
9.99,1/11/19,17.4,1,152631,290853
12.5,1/11/19,17.8,2,152631,290859
9,1/11/19,9.9,3,152631,291175
17.71,1/11/19,24,1,152631,291219
41.27,1/11/19,52,1,152631,291258
18.8,1/11/19,26.2,1,152631,291405
12.5,1/11/19,15.24,2,152631,291505
9.96,1/11/19,13.5,1,152631,291715
14.44,1/11/19,29.95,1,152631,291743
43.51,1/11/19,59.95,2,152631,291798
6.11,12/21/18,10.5,1,180,268
4.89,12/21/18,9.1,1,180,306
15.27,12/21/18,18.5,1,180,589
7.44,12/21/18,12.45,1.66,180,670
40,12/21/18,47,1,180,55146
28.23,1/11/19,41.82,0.6,152631,292006
1.58,1/11/19,2.99,2,152631,292063
16.15,1/11/19,23.45,1,152631,292103
2.25,12/21/18,3.1,2,184,65
5.4,1/11/19,8.95,1,152631,292240
3.72,12/21/18,4.9,6.22,184,68
5,12/21/18,8.5,2,184,135
13.5,1/11/19,15.5,4,152633,291004
14.52,1/11/19,18.6,0.5,152638,290892
4.1,12/21/18,7.15,2.53,184,257
17.67,1/11/19,23.5,1,152638,291054
2.21,12/21/18,2.65,1.86,184,299
17.71,1/11/19,22.5,1,152638,291219
41.27,1/11/19,55,1,152638,291258
8.2,12/21/18,11.6,4.96,184,376
21.02,1/11/19,27,1,152638,291760
11.3,1/11/19,14.2,2,152650,291085
4.2,1/11/19,5.99,3,152650,292020
13.3,1/11/19,15,1,152650,292121
8.2,12/21/18,8.5,1,184,538
5.05,12/21/18,10.9,1,184,557
3.91,12/21/18,5.35,2,184,617
7.69,12/21/18,9.2,2,184,646
7.26,1/11/19,11,1,152650,292168
15.94,1/11/19,19.6,3,152654,291328
40.53,1/11/19,43,6,152657,290835
17.67,1/11/19,19.4,3,152657,291054
2.37,12/21/18,5.75,1.45,184,5343
8.07,1/11/19,10.47,1,152657,291959
1.95,12/21/18,3.1,1,188,62
1.98,12/21/18,3.6,1,188,65
11.25,12/21/18,17.5,3,188,66
12.36,12/21/18,18,7.16,188,96
10.08,12/21/18,17.9,1,188,115
6.51,12/21/18,10.2,1,188,144
5.28,12/21/18,7.4,3.98,188,163
19.36,12/21/18,26.5,2,188,164
1.38,12/21/18,2.9,1,188,178
10.04,12/21/18,15.4,1.6,188,291
14.25,12/21/18,33.3,1,188,328
4.5,12/21/18,9.13,1,188,340
1.42,12/21/18,4.75,2,188,355
9.9,12/21/18,12.4,1.56,188,403
4.76,12/21/18,7,3.63,188,467
6.14,12/21/18,10,1,188,569
1.04,12/21/18,2.28,4,188,598
5.87,12/21/18,10.65,2,188,683
1.87,12/21/18,2.9,1,190,248
8.12,1/11/19,9.5,1,152657,291987
13.3,1/11/19,13.5,8,152657,292121
40.53,1/11/19,42,2,152660,290835
14.03,1/11/19,18.22,1,152660,291128
4.38,12/21/18,6.9,1,190,443
9.44,1/11/19,12.58,1,152660,291855
15.52,1/11/19,20.5,2,152663,291239
11.25,12/21/18,17.1,1,190,544
10.4,1/11/19,13.86,1,152663,291251
3.45,1/11/19,4.15,1,152663,291417
6.66,1/11/19,7.84,2,152663,291948
11.25,12/21/18,17.5,1,190,912
23.81,1/11/19,27,2,152663,292210
3.74,12/21/18,7.2,1,190,1155
2.52,12/21/18,4.9,4,192,63
2.64,12/21/18,3.8,2,192,258
17.2,12/21/18,19,1,194,121
3.07,12/21/18,6.2,1,194,315
4.68,12/21/18,9.35,8,194,344
3.27,12/21/18,6,1,194,1418
46.36,12/21/18,58,3,196,23
0.7,12/21/18,0.9,15.9,196,195
26.19,1/11/19,34.92,2,152665,291137
4.17,12/21/18,6.25,1,196,250
2.3,12/21/18,3.5,2,196,284
43.6,1/11/19,0,4,152665,291747
3.02,12/21/18,4,2,196,395
19.27,1/11/19,22.67,1,152665,291939
2.24,12/21/18,3.5,1,196,458
35,1/11/19,43.75,1,152665,296161
8.46,12/21/18,10.4,1.57,196,670
4.65,12/21/18,7.2,2,198,40
2.51,12/21/18,6.15,1,198,198
3.61,12/21/18,6.6,2,198,257
2.36,12/21/18,4.15,2,198,298
9.5,12/21/18,13,5.02,198,327
1.98,12/21/18,3.3,2,198,523
21.38,12/21/18,37.3,1,198,526
21.03,12/21/18,32.4,1,198,542
11.25,12/21/18,16.5,2,198,544
2.99,12/21/18,7.5,1,198,565
19.36,12/21/18,33.75,1,198,573
0.94,12/21/18,2.25,3,198,586
15.93,12/21/18,32.95,1,198,627
3.08,12/21/18,5,2,198,630
11.25,12/21/18,17.5,1,198,1644
12.01,12/21/18,16.9,2,198,1945
2.77,12/21/18,5.1,1,198,4623
16.9,12/21/18,31.6,1,198,11736
9.66,12/21/18,15,1,200,139
5.27,12/21/18,7.5,1,200,274
14.7,12/21/18,18.4,1,200,310
2.63,12/21/18,4.85,1,200,339
13.69,12/21/18,18,3,200,547
12.88,12/21/18,17.18,2,200,564
11.5,12/21/18,13,2,200,10466
60.22,12/21/18,79.2,1,202,224
49.77,12/21/18,68.8,1,202,465
12.78,12/21/18,17.5,2,203,76
4.86,12/21/18,5.5,2,203,240
3.9,12/21/18,8.25,2,203,425
12.5,1/11/19,17.8,1,152672,290859
17.34,1/11/19,22.34,1,152672,290915
2.76,12/21/18,7,10.11,203,1288
22.75,1/11/19,27.87,1,152672,291136
12.78,12/21/18,19.2,2,203,1723
19.36,1/11/19,22.78,1,152672,291762
7.3,12/21/18,11.2,1,205,35
2.24,12/21/18,3.2,2,205,458
14.4,12/21/18,22,2,205,529
20.63,12/21/18,22,3,205,597
4.2,12/21/18,7.5,1,205,52454
1.82,1/11/19,2.27,6,152672,292221
16.34,1/11/19,17,1,152674,290824
12.5,1/11/19,15,1,152674,290859
7.88,12/21/18,10.6,1,206,44
8.28,1/11/19,8,1,152674,290929
7.07,1/11/19,9.5,1,152674,291003
9,1/11/19,9.6,6,152674,291175
9.93,1/11/19,11,1,152674,291636
0.51,12/21/18,1.55,4,206,200
8.32,1/11/19,9,8,152674,291672
10.56,12/21/18,18,0.53,206,297
7.04,1/11/19,8.2,1,152674,292035
40.54,1/11/19,48.38,0.5,152677,290835
4.04,12/21/18,4.95,1,206,484
11.33,12/21/18,11.8,1,206,564
12.52,1/11/19,17.79,0.33,152677,290859
32.65,1/11/19,45.7,0.2,152677,290931
20,1/11/19,33,0.16,152677,291030
5.06,12/21/18,6.2,1,206,1652
4.44,12/21/18,9.8,4,207,557
6.14,12/21/18,8.95,1,207,569
8.78,12/21/18,11.9,1,208,25
7.9,12/21/18,9.9,7.54,208,28
4.65,12/21/18,5.5,3,208,110
2.99,12/21/18,4,3,208,124
8.8,12/21/18,12,1,208,155
1.94,12/21/18,2,30,208,251
4.59,12/21/18,10.3,3,208,484
3.23,12/21/18,4.3,3,208,829
25.3,1/11/19,33.75,0.2,152677,291094
24.96,1/11/19,32,1,152677,291624
43.6,1/11/19,49,1,152677,291747
27.5,1/11/19,34.5,1,152677,291935
2.51,12/21/18,3.25,1,209,198
36,1/11/19,53,0.1,152677,292021
19.12,1/11/19,25.49,1,152679,290974
28.89,1/11/19,32,2,152679,291358
4.04,12/21/18,4.95,3,209,484
26.41,1/11/19,31.07,1,152698,290940
5.21,1/11/19,7.54,4,152698,290981
1.06,12/21/18,2.05,2,209,686
7.58,12/21/18,8.4,90,210,108
11.9,12/21/18,12.85,7,210,286
13.3,12/21/18,19.95,1,211,150
5.5,12/21/18,12.6,1,211,621
2.11,12/21/18,2.6,48,211,1317
3.64,12/21/18,10.8,4,212,10
26.41,1/11/19,31.07,1,152698,291290
7.9,12/21/18,10.1,4.83,212,28
26.52,1/11/19,31.2,1,152698,291494
26.41,1/11/19,31.07,1,152698,291860
2.5,12/21/18,10.75,1,212,67
9.27,12/21/18,23.15,1,212,83
8.32,1/11/19,9.51,5,152700,291672
2.22,12/21/18,6.4,10,212,88
26.41,1/11/19,31.07,2,152702,290940
5.21,1/11/19,7.54,2,152702,290981
26.41,1/11/19,31.07,1,152702,291290
8.96,12/21/18,10.55,24.72,212,288
26.38,1/11/19,29,25,152704,290895
19.88,1/11/19,24.24,3,152704,290916
24.3,1/11/19,25,2,152704,291226
18.8,1/11/19,22,6,152704,291405
7.8,12/21/18,16,1,212,442
12.25,1/11/19,15.4,1,152704,291922
19.27,1/11/19,31.02,5,152704,291939
11.2,1/11/19,13.89,7,152704,292187
5.81,12/21/18,24.15,1,212,585
7.84,12/21/18,25,3,212,615
17.65,1/11/19,19,1,152705,291319
6.25,12/21/18,10.65,4,212,656
4.49,1/11/19,5.5,1,152705,291484
12.95,12/21/18,26.35,2,212,661
18.64,1/11/19,23.11,1,152705,291638
8.22,12/21/18,17,1,212,269525
6.6,1/11/19,8.59,2,152705,292047
0,12/21/18,0,1,213,203
8.74,12/21/18,14.5,2,214,14
6.29,12/21/18,9.5,2,214,21
1.59,12/21/18,2.95,2,214,27
2.1,12/21/18,2.65,12,214,37
7.44,12/21/18,10.1,12.43,214,68
6.88,12/21/18,9.5,2,214,220
16.6,12/21/18,20.75,1,214,221
6.94,12/21/18,9.5,2,214,268
16.11,12/21/18,20.5,1,214,292
1.3,12/21/18,3,1,214,350
11.44,12/21/18,14.15,1,214,391
4.58,12/21/18,11.85,1,214,411
8.55,12/21/18,15.95,1,214,500
6.29,12/21/18,8.8,2,214,533
9.15,12/21/18,12.2,1,214,861
12.78,12/21/18,16.5,1,214,883
12.78,12/21/18,16.5,1,214,1723
7.9,12/21/18,9.3,7.25,215,28
1.3,12/21/18,3.85,1,215,350
14.4,12/21/18,24,3,215,529
8.2,12/21/18,8.8,20,215,538
20.63,12/21/18,21.8,2,215,597
4.15,12/21/18,5.6,5,215,673
6.15,12/21/18,11.2,2.63,215,802
4.27,12/21/18,5.8,6,215,1778
2.2,12/21/18,2.9,3,216,6
16.15,1/11/19,19.3,1,152705,292103
4.89,12/21/18,7.05,1,216,306
28.12,1/11/19,30.03,4,152710,291102
13,12/21/18,14.95,1,216,324
10.56,12/21/18,15,1,216,501
31.68,12/21/18,41.25,2,216,594
14.96,12/21/18,23.5,1,216,619
22.4,1/11/19,27.3,3,152710,291184
5.6,12/21/18,9.6,1,216,641
3.43,12/21/18,6.5,1,216,650
25.43,1/11/19,29.5,2,152710,291298
7.44,12/21/18,9.5,1.51,216,670
3.74,12/21/18,7.2,2,216,1155
11.81,1/11/19,14.58,1,152710,292051
31.25,1/11/19,36.76,1,152711,290851
8.85,1/11/19,8.5,2,152713,291329
8.5,12/21/18,11,1,217,139
17.04,1/11/19,18.95,2,152713,291519
11.66,1/11/19,12.75,1,152713,291702
16.26,1/11/19,18,1,152713,291887
7.76,1/11/19,7.85,1,152713,292226
68,1/11/19,100,1,152714,291732
4.79,12/21/18,6,2,223,13
8.96,12/21/18,13.99,4,223,44
10,12/21/18,15.2,4,223,54
4.94,12/21/18,8.7,3,223,142
6.18,12/21/18,18.6,2,223,303
8.24,12/21/18,13.6,5,223,343
2.1,12/21/18,3.2,5,223,415
5.4,12/21/18,6.7,3,223,463
14.59,1/11/19,17.51,1,152714,292083
81,12/21/18,142,2,223,521
23.9,12/21/18,24.5,2,223,542
3.78,12/21/18,5.7,12,223,550
6.98,12/21/18,11.2,2,223,569
3.5,12/21/18,4.7,3,223,630
3.64,12/21/18,6,4,223,885
12.78,12/21/18,19.2,3,223,3804
1.31,12/21/18,2.2,12,223,6447
11.77,12/21/18,19.5,2,223,11538
11.77,12/21/18,18.5,2,223,11885
3.67,12/21/18,10.4,3,225,19
35,1/11/19,52.35,0.2,152718,290814
22.4,1/11/19,26.5,1,152718,291184
1.59,12/21/18,1.99,3,225,419
4.21,1/11/19,5.61,2,152718,291643
19.82,1/11/19,25.5,1,152718,291898
24.54,1/11/19,28.71,1,152718,291900
19.27,1/11/19,23,1,152718,291939
25.7,1/11/19,30.07,1,152718,291986
6.6,1/11/19,7.75,1,152718,292047
6.84,1/11/19,8,1,152718,292078
6.14,1/11/19,7.36,1,152720,290942
15.52,1/11/19,17.95,2,152720,291239
28.89,1/11/19,0,4,152720,291358
18.71,1/11/19,20,1,152720,291380
8.78,12/21/18,16.15,2,230,25
4.2,1/11/19,4.92,1,152720,291979
23.82,1/11/19,27.38,0.5,152720,292210
7.38,12/21/18,14,3,230,77
13.44,12/21/18,19.5,4,230,113
16.17,12/21/18,20.8,3,230,138
0.45,12/21/18,1.4,12,230,336
13.01,12/21/18,23.75,3,230,435
23.43,1/11/19,29.24,1,171291,290854
36.15,12/21/18,50.4,2,230,469
10.74,1/11/19,15.33,1,171291,291348
20.64,1/11/19,27.4,2,171291,291575
4.24,12/21/18,5.5,24,230,663
2.73,2/1/19,4.8,2,4,675
2.2,12/21/18,4.7,1,230,1676
12.78,12/21/18,19.2,2,232,66
1.57,12/21/18,3.2,3,232,178
6.96,12/21/18,12.15,8,232,349
2.24,12/21/18,4.5,8,232,458
50.7,2/1/19,84,1,4,804
13.82,2/1/19,16.3,4,4,12123
15.05,12/21/18,22,2,232,216260
46.36,12/21/18,56,1,235,23
5.37,2/1/19,7.7,12,5,11
4.39,2/1/19,6.4,6,5,94
5.56,2/1/19,7.4,6,5,306
8.6,12/21/18,13.9,1,235,56
17.91,2/1/19,22.5,6,5,400
3.98,12/21/18,5.3,1,235,109
45.45,12/21/18,56,1,235,145
8.28,12/21/18,13.6,2,235,556
6.36,12/21/18,8.7,1,235,641
3.8,2/1/19,6.75,6,7,305
2.5,12/21/18,3.25,1,236,6
13.16,12/21/18,21.5,1,236,31
4.65,12/21/18,6.5,1,236,110
13.44,12/21/18,18.7,1,236,113
45.45,12/21/18,64.5,1,236,145
9.35,12/21/18,20,1,236,263
5.97,12/21/18,9.5,1,236,362
1.81,12/21/18,3.3,2.5,236,390
12.19,12/21/18,15.5,1,236,459
